PL_NAME,SPEC_TYPE,AUTHORS,INSTRUMENT,FACILITY,MAXWAVELNG,NOTE,rowid,pl_name,hostname,pl_letter,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_rvamp,st_refname,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,st_dens,sy_refname,rastr,decstr,dec,glat,glon,elat,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,esi,habitability_category,planet_type,inferred_atmosphere
HD 189733 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,"AOR = 50488320, date is start time.",2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,"AOR = 50488832, date is start time.",2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,"AOR = 50488576, date is start time.",2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,"AOR = 50489344, date is start time.",2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Eclipse,Kilpatrick et al. 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,from Table 4; channel 2,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Eclipse,Kilpatrick et al. 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,from Table 4; channel 1; figure 3,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,D&eacute;sert et al. 2011,Infrared Array camera (IRAC),Spitzer Space Telescope satellite,3.6,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Pont et al. 2013,Advanced Camera for Surveys,Hubble Space Telescope satellite,1.025,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Pont et al. 2013,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,7.85,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Pont et al. 2013,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,24.0,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Pont et al. 2013,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,2.468,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Pont et al. 2013,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.6321,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Pont et al. 2013,Wide Field Camera 3,Hubble Space Telescope satellite,1.607,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Gibson et al. 2012,Wide Field Camera 3,Hubble Space Telescope satellite,1.607,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HD 189733 b,Transmission,Sing et al. 2011,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.545,,2873.0,HD 189733 b,HD 189733,b,TIC 256364928,Gaia DR2 1827242816201846144,Gaia DR3 1827242816201846144,1.0,2.0,1.0,0.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2005-12,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.66617,1.13,359.1479,1.13,359.1479,1.13,Mass,,0.0,,85.71,,,0.0,,2.4,,8.84,,205.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,+22d42m35.19s,22.7097759,-3.92282,60.96214,42.17516,250.2466863,-3.29445,-250.225,19.7638,50.5685,8.607,7.67,6.073,5.587,5.541,,,,,7.41432,6.8481,2018-12-03,2017-03,2018-12-06,4.0,59.0,2.0,5.0,31.0,33.0,0.0,0.7884629532014302,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
